x,y,z1,z2
-5.0,1.6999999999999762,[20 20],[20 20]
-5.0,1.7999999999999758,[20 20],[20 20]
-5.0,1.8999999999999755,[20 20],[20 20]
-5.0,1.9999999999999751,[20 20],[20 20]
-5.0,2.0999999999999748,[20 20],[20 20]
-5.0,2.1999999999999744,[20 20],[20 20]
-5.0,2.299999999999974,[20 20],[20 20]
-5.0,2.3999999999999737,[20 20],[20 20]
-5.0,2.4999999999999734,[20 20],[20 20]
-5.0,2.599999999999973,[20 20],[20 20]
-5.0,2.6999999999999726,[20 20],[20 20]
-5.0,2.7999999999999723,[20 20],[20 20]
-5.0,2.899999999999972,[20 20],[20 20]
-5.0,2.9999999999999716,[20 20],[20 20]
-5.0,3.0999999999999712,[20 20],[20 20]
-5.0,3.199999999999971,[20 20],[20 20]
-5.0,3.2999999999999705,[20 20],[20 20]
-5.0,3.39999999999997,[20 20],[20 20]
-5.0,3.49999999999997,[20 20],[20 20]
-5.0,3.5999999999999694,[20 20],[20 20]
-5.0,3.699999999999969,[20 20],[20 20]
-5.0,3.7999999999999687,[20 20],[20 20]
-5.0,3.8999999999999684,[20 20],[20 20]
-5.0,3.999999999999968,[20 20],[20 20]
-5.0,4.099999999999968,[20 20],[20 20]
-5.0,4.199999999999967,[20 20],[-10.50954728  20.        ]
-5.0,4.299999999999967,[20 20],[-8.65406426 20.        ]
-5.0,4.399999999999967,[-10.67078657  20.        ],[-8.23143171 20.        ]
-5.0,4.499999999999966,[-9.40392423 20.        ],[-7.81118862 -9.1582809 ]
-5.0,4.599999999999966,[ -8.341647  -13.5989793],[-7.69057944 -7.8060919 ]
-5.0,4.6999999999999655,[ -8.14710859 -11.03978742],[-7.42592895 -6.84200077]
-5.0,4.799999999999965,[-7.95159954 -8.919138  ],[-6.99398157 -5.66998988]
-5.0,4.899999999999965,[-7.67400471 -7.69806394],[-6.34964021 -4.54534839]
-5.0,4.9999999999999645,[-7.42900877 -6.796398  ],[-5.69761866 -3.50294324]
-4.9,-5.0,[-10.51168628 -13.91913424],[20 20]
-4.9,-4.9,[20 20],[20 20]
-4.9,-4.800000000000001,[20 20],[20 20]
-4.9,-4.700000000000001,[20 20],[20 20]
-4.9,-4.600000000000001,[20 20],[20 20]
-4.9,-4.500000000000002,[20 20],[20 20]
-4.9,-4.400000000000002,[20 20],[20 20]
-4.9,-4.3000000000000025,[20 20],[20 20]
-4.9,-4.200000000000003,[20 20],[20 20]
-4.9,-4.100000000000003,[20 20],[20 20]
-4.9,-4.0000000000000036,[20 20],[20 20]
-4.9,-3.900000000000004,[20 20],[20 20]
-4.9,-3.8000000000000043,[20 20],[20 20]
-4.9,-3.7000000000000046,[20 20],[20 20]
-4.9,-3.600000000000005,[20 20],[20 20]
-4.9,-3.5000000000000053,[20 20],[20 20]
-4.9,-3.4000000000000057,[20 20],[20 20]
-4.9,-3.300000000000006,[20 20],[20 20]
-4.9,-3.2000000000000064,[20 20],[20 20]
-4.9,-3.1000000000000068,[20 20],[20 20]
-4.9,-3.000000000000007,[20 20],[20 20]
-4.9,-2.9000000000000075,[20 20],[20 20]
-4.9,-2.800000000000008,[20 20],[20 20]
-4.9,-2.700000000000008,[20 20],[20 20]
-4.9,-2.6000000000000085,[20 20],[20 20]
-4.9,-2.500000000000009,[20 20],[20 20]
-4.9,-2.4000000000000092,[20 20],[20 20]
-4.9,-2.3000000000000096,[20 20],[20 20]
-4.9,-2.20000000000001,[20 20],[20 20]
-4.9,-2.1000000000000103,[20 20],[20 20]
-4.9,-2.0000000000000107,[20 20],[20 20]
-4.9,-1.900000000000011,[20 20],[20 20]
-4.9,-1.8000000000000114,[20 20],[20 20]
-4.9,-1.7000000000000117,[20 20],[20 20]
-4.9,-1.600000000000012,[20 20],[20 20]
-4.9,-1.5000000000000124,[20 20],[20 20]
