x,y,z1,z2
-4.0,1.5,[20 20],[20 20]
-4.0,2.0,[20 20],[20 20]
-4.0,2.5,[20 20],[20 20]
-4.0,3.0,[20 20],[20 20]
-4.0,3.5,[-8.42590305  4.30508085],[-7.65947074  7.35445442]
-4.0,4.0,[-6.9099614   8.72417853],[-5.04302186 10.26839275]
-4.0,4.5,[-3.61965242 11.28274306],[-2.2841644 12.5610598]
-4.0,5.0,[-0.93321998 14.52133946],[ 0.46243965 20.        ]
-3.5,-5.0,[-3.60611427 11.53039389],[20 20]
-3.5,-4.5,[20 20],[20 20]
-3.5,-4.0,[20 20],[20 20]
-3.5,-3.5,[20 20],[20 20]
-3.5,-3.0,[20 20],[20 20]
-3.5,-2.5,[20 20],[20 20]
-3.5,-2.0,[20 20],[20 20]
-3.5,-1.5,[20 20],[20 20]
-3.5,-1.0,[20 20],[20 20]
-3.5,-0.5,[20 20],[20 20]
-3.5,0.0,[20 20],[20 20]
-3.5,0.5,[20 20],[20 20]
-3.5,1.0,[20 20],[20 20]
-3.5,1.5,[20 20],[20 20]
-3.5,2.0,[20 20],[20 20]
-3.5,2.5,[20 20],[-9.86880561  3.01323237]
-3.5,3.0,[-8.1616485   4.50700751],[-7.42042345  7.43015599]
-3.5,3.5,[-5.92117057  8.70787964],[-4.4206206  10.32538415]
-3.5,4.0,[-3.15884958 11.58028889],[-1.94295963 12.34256223]
-3.5,4.5,[-0.43484336 15.02905507],[ 1.01000855 15.02005646]
-3.5,5.0,[ 2.5867334 20.       ],[ 3.97131851 20.        ]
-3.0,-5.0,[ 0.89038009 20.        ],[-7.97227265  4.99747131]
-3.0,-4.5,[20 20],[20 20]
-3.0,-4.0,[20 20],[20 20]
-3.0,-3.5,[20 20],[20 20]
-3.0,-3.0,[20 20],[20 20]
-3.0,-2.5,[20 20],[20 20]
-3.0,-2.0,[20 20],[20 20]
-3.0,-1.5,[20 20],[20 20]
-3.0,-1.0,[20 20],[20 20]
-3.0,-0.5,[20 20],[20 20]
-3.0,0.0,[20 20],[20 20]
-3.0,0.5,[20 20],[20 20]
-3.0,1.0,[20 20],[20 20]
-3.0,1.5,[20 20],[20 20]
-3.0,2.0,[-7.97665647 -0.66952631],[-8.56009288  2.83027223]
-3.0,2.5,[-8.11911181  4.42475994],[-7.3572046   7.20667855]
-3.0,3.0,[-5.86923216  9.05513891],[-4.01674425 10.40761118]
-3.0,3.5,[-2.79395049 11.64522139],[-1.52130348 13.19732999]
-3.0,4.0,[ 0.07840577 20.        ],[1.58013364 6.63990916]
-3.0,4.5,[ 3.08067588 20.        ],[ 4.48265639 20.        ]
-3.0,5.0,[ 5.41532643 20.        ],[ 6.96801607 20.        ]
-2.5,-5.0,[ 3.21486782 14.92732033],[-6.20588474  7.43033225]
-2.5,-4.5,[20 20],[20 20]
-2.5,-4.0,[20 20],[20 20]
-2.5,-3.5,[20 20],[20 20]
-2.5,-3.0,[20 20],[20 20]
-2.5,-2.5,[20 20],[20 20]
-2.5,-2.0,[20 20],[20 20]
-2.5,-1.5,[20 20],[20 20]
-2.5,-1.0,[20 20],[20 20]
-2.5,-0.5,[20 20],[20 20]
-2.5,0.0,[20 20],[20 20]
-2.5,0.5,[20 20],[20 20]
-2.5,1.0,[20 20],[20 20]
-2.5,1.5,[-9.12868542 -0.27399667],[-8.15145325  2.876915  ]
-2.5,2.0,[-7.74055862  4.80657538],[-6.26900886  7.53174253]
-2.5,2.5,[-5.03569801  9.14127872],[-3.49845064 10.57615208]
-2.5,3.0,[-2.22701639 11.75265849],[-0.86028369 13.49353883]
-2.5,3.5,[ 0.67566448 20.        ],[2.15556411 6.65370077]
-2.5,4.0,[ 3.72073505 20.        ],[ 5.12053694 20.        ]
-2.5,4.5,[ 5.96142622 20.        ],[ 7.40908271 20.        ]
-2.5,5.0,[ 8.09532743 20.        ],[ 8.89513001 20.        ]
-2.0,-5.0,[ 6.27437241 20.        ],[-2.64780805 10.99159755]
-2.0,-4.5,[20 20],[20 20]
-2.0,-4.0,[20 20],[20 20]
-2.0,-3.5,[20 20],[20 20]
-2.0,-3.0,[20 20],[20 20]
-2.0,-2.5,[20 20],[20 20]
-2.0,-2.0,[20 20],[20 20]
-2.0,-1.5,[20 20],[20 20]
-2.0,-1.0,[20 20],[20 20]
-2.0,-0.5,[20 20],[20 20]
-2.0,0.0,[20 20],[20 20]
-2.0,0.5,[20 20],[20.         -2.33611861]
-2.0,1.0,[-8.65614162 -0.07653252],[-7.9231043   3.22759522]
-2.0,1.5,[-6.69986829  5.36291353],[-5.33988777  7.81656254]
-2.0,2.0,[-4.10611195  9.36175724],[-2.95643923 10.71748427]
-2.0,2.5,[-1.5237275  12.06565521],[-0.21565565 13.81322616]
-2.0,3.0,[ 1.3084251 20.       ],[ 2.84835081 14.951108  ]
-2.0,3.5,[ 4.30500164 20.        ],[ 5.68604555 20.        ]
-2.0,4.0,[ 6.73566176 20.        ],[ 7.78583203 20.        ]
-2.0,4.5,[ 8.49864844 20.        ],[ 9.36979293 20.        ]
-2.0,5.0,[12.34838148 20.        ],[13.55442878 20.        ]
-1.5,-5.0,[ 9.59094972 20.        ],[ 1.46876757 14.17228202]
-1.5,-4.5,[20.         -9.88608777],[20 20]
-1.5,-4.0,[20 20],[20 20]
-1.5,-3.5,[20 20],[20 20]
-1.5,-3.0,[20 20],[20 20]
-1.5,-2.5,[20 20],[20 20]
-1.5,-2.0,[20 20],[20 20]
-1.5,-1.5,[20 20],[20 20]
-1.5,-1.0,[20 20],[20 20]
-1.5,-0.5,[20 20],[20 20]
-1.5,0.0,[20 20],[-9.15468807 -1.56154503]
-1.5,0.5,[-8.4668975   0.08816931],[-7.72530591  3.5586529 ]
-1.5,1.0,[-6.32926609  5.80260693],[-4.86103174  8.30370184]
-1.5,1.5,[-3.59099485  9.90917643],[-2.34366031 10.99951665]
-1.5,2.0,[-0.97255519 12.42440835],[ 0.39036481 14.36387978]
-1.5,2.5,[ 1.95278678 20.        ],[ 3.54642529 20.        ]
-1.5,3.0,[ 4.83740042 20.        ],[ 6.11798765 20.        ]
-1.5,3.5,[ 7.17482349 20.        ],[ 8.34085005 20.        ]
-1.5,4.0,[ 8.74711718 20.        ],[ 9.64481198 20.        ]
-1.5,4.5,[14.46283471 20.        ],[20 20]
-1.5,5.0,[20 20],[20 20]
-1.0,-5.0,[20 20],[ 3.43555389 -5.05391557]
-1.0,-4.5,[-9.73739658 -7.71746406],[20 20]
-1.0,-4.0,[20 20],[20 20]
-1.0,-3.5,[20 20],[20 20]
-1.0,-3.0,[20 20],[20 20]
-1.0,-2.5,[20 20],[20 20]
-1.0,-2.0,[20 20],[20 20]
-1.0,-1.5,[20 20],[20 20]
-1.0,-1.0,[20 20],[20 20]
-1.0,-0.5,[-10.10935111  -5.08152783],[-8.61288846 -1.45977085]
-1.0,0.0,[-8.10996759  0.70373407],[-7.06691911  4.02668104]
-1.0,0.5,[-5.32390361  6.55989855],[-4.2394749   8.61248654]
-1.0,1.0,[-2.88625075 10.00817369],[-1.68374973 11.1353627 ]
-1.0,1.5,[-0.12934129 12.67731547],[ 1.15712554 14.86183617]
-1.0,2.0,[ 2.88172124 14.9647683 ],[ 4.25518993 20.        ]
-1.0,2.5,[ 5.49334675 20.        ],[ 6.62821898 20.        ]
-1.0,3.0,[ 7.53851563 20.        ],[ 8.77177181 20.        ]
-1.0,3.5,[ 9.3337461 20.       ],[10.07077563 20.        ]
-1.0,4.0,[20 20],[20 20]
-1.0,4.5,[20 20],[20 20]
-1.0,5.0,[20 20],[20 20]
-0.5,-5.0,[20 20],[ 7.75056185 20.        ]
-0.5,-4.5,[-4.49775682  7.30511683],[20 20]
-0.5,-4.0,[20 20],[20 20]
-0.5,-3.5,[20 20],[20 20]
-0.5,-3.0,[20 20],[20 20]
-0.5,-2.5,[20 20],[20 20]
-0.5,-2.0,[20 20],[20 20]
-0.5,-1.5,[20 20],[20 20]
-0.5,-1.0,[-8.98526903 -3.96389528],[-8.33210903 -0.81047389]
-0.5,-0.5,[-7.82671418  1.59283162],[-6.25606001  4.79146745]
-0.5,0.0,[-4.71347527  7.25534342],[-3.48118668  9.07269572]
-0.5,0.5,[-2.22175916 10.6440635 ],[-0.90826252 11.6349535 ]
-0.5,1.0,[ 0.60337653 14.40337333],[ 2.09178394 20.        ]
-0.5,1.5,[ 3.53938501 20.        ],[ 4.88361547 20.        ]
-0.5,2.0,[ 5.880588 20.      ],[ 7.07396483 20.        ]
-0.5,2.5,[ 7.9374003 20.       ],[ 9.08295317 20.        ]
-0.5,3.0,[10.08968711 20.        ],[11.20388092 20.        ]
-0.5,3.5,[20 20],[20 20]
-0.5,4.0,[20 20],[20 20]
-0.5,4.5,[20 20],[20 20]
-0.5,5.0,[20 20],[20 20]
0.0,-5.0,[20 20],[ 8.0264014 20.       ]
0.0,-4.5,[-3.54770077  8.28682194],[ 20.         -11.00029854]
0.0,-4.0,[20 20],[20 20]
0.0,-3.5,[20 20],[20 20]
0.0,-3.0,[20 20],[20 20]
0.0,-2.5,[20 20],[20 20]
0.0,-2.0,[20 20],[-10.04967021  -5.86750813]
0.0,-1.5,[-8.64937723 -3.44247358],[-8.01238339 -0.27065603]
0.0,-1.0,[-6.68933727  2.55866531],[-5.29212535  5.6215106 ]
0.0,-0.5,[-4.0410747   7.94994208],[-2.86621388  9.56304372]
0.0,0.0,[-1.58868906 10.98649966],[-0.20974726 12.06797217]
0.0,0.5,[ 1.39467688 14.9138054 ],[2.87338465 1.05510796]
0.0,1.0,[ 4.33182672 20.        ],[ 5.54942579 20.        ]
0.0,1.5,[ 6.73513573 20.        ],[ 7.6821156 20.       ]
0.0,2.0,[ 8.53495318 20.        ],[ 9.29369001 20.        ]
0.0,2.5,[12.91576386 20.        ],[14.67195915 20.        ]
0.0,3.0,[20 20],[20 20]
0.0,3.5,[20 20],[20 20]
0.0,4.0,[20 20],[20 20]
0.0,4.5,[20 20],[20 20]
0.0,5.0,[20 20],[20 20]
0.5,-5.0,[20 20],[13.09864933 20.        ]
0.5,-4.5,[-0.83030238 11.41597551],[-9.2371384  -4.87957497]
0.5,-4.0,[20 20],[20 20]
0.5,-3.5,[20 20],[20 20]
0.5,-3.0,[20 20],[20 20]
0.5,-2.5,[-9.73619938 -8.78156105],[-8.65193895 -4.4301793 ]
0.5,-2.0,[-8.34427495 -2.50767669],[-7.24772161  0.82688472]
0.5,-1.5,[-5.84642162  3.56384043],[-4.62317211  6.63548658]
0.5,-1.0,[-3.31579314  8.77282688],[-2.19121748 10.12058711]
0.5,-0.5,[-0.5964951  11.46118143],[ 0.62572204 13.76742302]
0.5,0.0,[ 2.28784338 20.        ],[ 3.78651296 -7.24546467]
0.5,0.5,[ 5.07402722 20.        ],[ 6.19325784 20.        ]
0.5,1.0,[ 7.14826841 20.        ],[ 8.49407838 20.        ]
0.5,1.5,[ 8.93897753 20.        ],[ 9.64216459 20.        ]
0.5,2.0,[20 20],[20 20]
0.5,2.5,[20 20],[20 20]
0.5,3.0,[20 20],[20 20]
0.5,3.5,[20 20],[20 20]
0.5,4.0,[20 20],[20 20]
0.5,4.5,[20 20],[20 20]
0.5,5.0,[20 20],[20 20]
1.0,-5.0,[20 20],[20 20]
1.0,-4.5,[ 2.96531457 20.        ],[-6.80475832  0.65452414]
1.0,-4.0,[20 20],[20 20]
1.0,-3.5,[20 20],[-11.03567018  20.        ]
1.0,-3.0,[-8.99516982 -6.7069908 ],[-8.37117293 -3.71868416]
1.0,-2.5,[-7.90633124 -1.36768363],[-5.95291017  2.0277134 ]
1.0,-2.0,[-4.93450657  4.95455123],[-3.72915333  7.52612452]
1.0,-1.5,[-2.5305277   9.21792196],[-1.36251748 10.65523322]
1.0,-1.0,[ 0.3142412  12.31797931],[ 1.54016628 14.77991722]
1.0,-0.5,[ 3.25494973 14.99467735],[4.43998899 0.61082604]
1.0,0.0,[ 5.64609877 20.        ],[ 6.84529971 20.        ]
1.0,0.5,[ 7.70374989 20.        ],[ 8.82248461 20.        ]
1.0,1.0,[ 9.63074936 20.        ],[10.474637 20.      ]
1.0,1.5,[20 20],[20 20]
1.0,2.0,[20 20],[20 20]
1.0,2.5,[20 20],[20 20]
1.0,3.0,[20 20],[20 20]
1.0,3.5,[20 20],[20 20]
1.0,4.0,[20 20],[20 20]
1.0,4.5,[20 20],[20 20]
1.0,5.0,[20 20],[20 20]
1.5,-5.0,[20 20],[20 20]
1.5,-4.5,[ 3.74915904 20.        ],[-6.00558866  1.7675998 ]
1.5,-4.0,[20 20],[-9.0254862  -8.03755768]
1.5,-3.5,[-8.77629079 -6.05269013],[-8.1924258  -3.14911489]
1.5,-3.0,[-6.95464626 -0.52577683],[-5.53637881  2.72128254]
1.5,-2.5,[-4.4721734   5.71934564],[-3.21484839  7.96883829]
1.5,-2.0,[-1.97843981  9.74012449],[-0.62474505 11.11926154]
1.5,-1.5,[ 1.00316759 12.47634931],[ 2.37526241 14.98921535]
1.5,-1.0,[ 4.03253628 20.        ],[ 5.21390735 20.        ]
1.5,-0.5,[ 6.18774284 20.        ],[ 7.40985994 20.        ]
1.5,0.0,[ 8.28866664 20.        ],[ 9.0160591 20.       ]
1.5,0.5,[11.36518733 20.        ],[11.63452505 20.        ]
1.5,1.0,[20 20],[20 20]
1.5,1.5,[20 20],[20 20]
1.5,2.0,[20 20],[20 20]
1.5,2.5,[20 20],[20 20]
1.5,3.0,[20 20],[20 20]
1.5,3.5,[20 20],[20 20]
1.5,4.0,[20 20],[20 20]
1.5,4.5,[20 20],[20 20]
1.5,5.0,[20 20],[20 20]
2.0,-5.0,[20 20],[20 20]
2.0,-4.5,[ 9.47369854 20.        ],[ 0.48023307 11.94881075]
2.0,-4.0,[-8.32107741 -4.16069968],[-7.05765863 -1.23651664]
2.0,-3.5,[-5.75125841  1.46548072],[-4.66281695  4.56615349]
2.0,-3.0,[-3.51611631  7.2472365 ],[-2.33253067  8.99850745]
2.0,-2.5,[-0.79136002 10.74965396],[ 0.44942973 11.8285868 ]
2.0,-2.0,[ 2.08622052 14.23745933],[ 3.34212217 20.        ]
2.0,-1.5,[ 4.76644554 20.        ],[ 5.85584884 20.        ]
2.0,-1.0,[ 7.04514642 20.        ],[ 8.10612335 20.        ]
2.0,-0.5,[ 8.6671444 20.       ],[ 9.42188459 20.        ]
2.0,0.0,[14.87953914 20.        ],[14.83195828 20.        ]
2.0,0.5,[20 20],[20 20]
2.0,1.0,[20 20],[20 20]
2.0,1.5,[20 20],[20 20]
2.0,2.0,[20 20],[20 20]
2.0,2.5,[20 20],[20 20]
2.0,3.0,[20 20],[20 20]
2.0,3.5,[20 20],[20 20]
2.0,4.0,[20 20],[20 20]
2.0,4.5,[20 20],[20 20]
2.0,5.0,[20 20],[20 20]
2.5,-5.0,[20 20],[20 20]
2.5,-4.5,[-8.21655504 20.        ],[ 4.77380542 20.        ]
2.5,-4.0,[-4.70868821  3.67446201],[-3.66656393  6.48304924]
2.5,-3.5,[-2.50101925  8.3091565 ],[-1.22083682 10.11701083]
2.5,-3.0,[ 0.15223224 11.33461056],[ 1.46294564 12.56850961]
2.5,-2.5,[ 3.11250323 20.        ],[ 4.28753999 -1.74619004]
2.5,-2.0,[ 5.40755153 20.        ],[ 6.56540016 20.        ]
2.5,-1.5,[ 7.58596968 20.        ],[ 8.69909701 20.        ]
2.5,-1.0,[ 9.11069505 20.        ],[10.14295873 20.        ]
2.5,-0.5,[20 20],[20 20]
2.5,0.0,[20 20],[20 20]
2.5,0.5,[20 20],[20 20]
2.5,1.0,[20 20],[20 20]
2.5,1.5,[20 20],[20 20]
2.5,2.0,[20 20],[20 20]
2.5,2.5,[20 20],[20 20]
2.5,3.0,[20 20],[20 20]
2.5,3.5,[20 20],[20 20]
2.5,4.0,[20 20],[20 20]
2.5,4.5,[20 20],[20 20]
2.5,5.0,[20 20],[20 20]
3.0,-5.0,[20 20],[20 20]
3.0,-4.5,[20 20],[ 8.15828446 20.        ]
3.0,-4.0,[-1.28494153  9.65742913],[-0.04946946 10.89629516]
3.0,-3.5,[ 1.32670968 12.15949884],[ 2.64808648 14.61925455]
3.0,-3.0,[ 4.02463239 20.        ],[5.12701909 6.39398358]
3.0,-2.5,[ 6.11696512 20.        ],[ 7.10440375 20.        ]
3.0,-2.0,[ 8.02591313 20.        ],[ 9.02740669 20.        ]
3.0,-1.5,[ 9.88551992 20.        ],[10.44543456 20.        ]
3.0,-1.0,[20 20],[20 20]
3.0,-0.5,[20 20],[20 20]
3.0,0.0,[20 20],[20 20]
3.0,0.5,[20 20],[20 20]
3.0,1.0,[20 20],[20 20]
3.0,1.5,[20 20],[20 20]
3.0,2.0,[20 20],[20 20]
3.0,2.5,[20 20],[20 20]
3.0,3.0,[20 20],[20 20]
3.0,3.5,[20 20],[20 20]
3.0,4.0,[20 20],[20 20]
3.0,4.5,[20 20],[20 20]
3.0,5.0,[20 20],[20 20]
3.5,-5.0,[20 20],[20 20]
3.5,-4.5,[20 20],[ 8.16851474 20.        ]
3.5,-4.0,[ 2.15157911 12.41699822],[ 3.42758438 14.99119599]
3.5,-3.5,[ 4.72797245 14.93787476],[ 5.83743743 20.        ]
3.5,-3.0,[ 6.97416052 20.        ],[ 8.02703505 20.        ]
3.5,-2.5,[ 8.63259808 20.        ],[ 9.33488983 20.        ]
3.5,-2.0,[13.22919183 20.        ],[14.49630462 20.        ]
3.5,-1.5,[20 20],[20 20]
3.5,-1.0,[20 20],[20 20]
3.5,-0.5,[20 20],[20 20]
3.5,0.0,[20 20],[20 20]
3.5,0.5,[20 20],[20 20]
3.5,1.0,[20 20],[20 20]
3.5,1.5,[20 20],[20 20]
3.5,2.0,[20 20],[20 20]
3.5,2.5,[20 20],[20 20]
3.5,3.0,[20 20],[20 20]
3.5,3.5,[20 20],[20 20]
3.5,4.0,[20 20],[20 20]
3.5,4.5,[20 20],[20 20]
3.5,5.0,[20 20],[20 20]
4.0,-5.0,[20 20],[20 20]
4.0,-4.5,[20 20],[20 20]
4.0,-4.0,[ 5.43632246 20.        ],[ 6.56254801 20.        ]
4.0,-3.5,[ 7.6578017 20.       ],[ 8.55935791 20.        ]
4.0,-3.0,[ 9.02853665 20.        ],[ 9.90178839 20.        ]
4.0,-2.5,[20 20],[20 20]
4.0,-2.0,[20 20],[20 20]
4.0,-1.5,[20 20],[20 20]
4.0,-1.0,[20 20],[20 20]
4.0,-0.5,[20 20],[20 20]
4.0,0.0,[20 20],[20 20]
4.0,0.5,[20 20],[20 20]
4.0,1.0,[20 20],[20 20]
4.0,1.5,[20 20],[20 20]
4.0,2.0,[20 20],[20 20]
4.0,2.5,[20 20],[20 20]
4.0,3.0,[20 20],[20 20]
4.0,3.5,[20 20],[20 20]
4.0,4.0,[20 20],[20 20]
4.0,4.5,[20 20],[20 20]
4.0,5.0,[20 20],[20 20]
4.5,-5.0,[20 20],[20 20]
4.5,-4.5,[20 20],[20 20]
4.5,-4.0,[ 8.44337292 20.        ],[ 9.17647728 20.        ]
4.5,-3.5,[10.62925695 20.        ],[10.91845005 20.        ]
4.5,-3.0,[20 20],[20 20]
4.5,-2.5,[20 20],[20 20]
4.5,-2.0,[20 20],[20 20]
4.5,-1.5,[20 20],[20 20]
4.5,-1.0,[20 20],[20 20]
4.5,-0.5,[20 20],[20 20]
4.5,0.0,[20 20],[20 20]
4.5,0.5,[20 20],[20 20]
4.5,1.0,[20 20],[20 20]
4.5,1.5,[20 20],[20 20]
4.5,2.0,[20 20],[20 20]
4.5,2.5,[20 20],[20 20]
4.5,3.0,[20 20],[20 20]
4.5,3.5,[20 20],[20 20]
4.5,4.0,[20 20],[20 20]
4.5,4.5,[20 20],[20 20]
4.5,5.0,[20 20],[20 20]
5.0,-5.0,[20 20],[20 20]
5.0,-4.5,[20 20],[20 20]
5.0,-4.0,[20 20],[14.84522099 20.        ]
5.0,-3.5,[20 20],[20 20]
5.0,-3.0,[20 20],[20 20]
5.0,-2.5,[20 20],[20 20]
5.0,-2.0,[20 20],[20 20]
5.0,-1.5,[20 20],[20 20]
5.0,-1.0,[20 20],[20 20]
5.0,-0.5,[20 20],[20 20]
5.0,0.0,[20 20],[20 20]
5.0,0.5,[20 20],[20 20]
5.0,1.0,[20 20],[20 20]
5.0,1.5,[20 20],[20 20]
5.0,2.0,[20 20],[20 20]
5.0,2.5,[20 20],[20 20]
5.0,3.0,[20 20],[20 20]
5.0,3.5,[20 20],[20 20]
5.0,4.0,[20 20],[20 20]
5.0,4.5,[20 20],[20 20]
5.0,5.0,[20 20],[20 20]
